GEOID,GEO_id2,Civilian_EST,Civilian_MOE,Veteran_EST,Veteran_MOE,Veteran_Percent_EST,Veteran_Percent_MOE,Total_POP_EST
6037480600,6037480600,6104,330,166,90,2.7,1.5,6270
6037480702,6037480702,3438,244,213,84,6.2,2.5,3651
6037480703,6037480703,2779,186,130,63,4.7,2.3,2909
6037480704,6037480704,3539,241,123,49,3.5,1.4,3662
6037480802,6037480802,2763,277,189,97,6.8,3.5,2952
6037480803,6037480803,3131,282,116,68,3.7,2.3,3247
6037480804,6037480804,4092,298,88,56,2.2,1.4,4180
6037480901,6037480901,4242,290,116,75,2.7,1.8,4358
6037480902,6037480902,3167,278,76,38,2.4,1.2,3243
6037480903,6037480903,2453,196,49,39,2,1.6,2502
6037481001,6037481001,3602,270,77,47,2.1,1.3,3679
6037481002,6037481002,5026,426,150,91,3,1.8,5176
6037481101,6037481101,3699,343,113,47,3.1,1.3,3812
6037481102,6037481102,3149,276,51,36,1.6,1.1,3200
6037481103,6037481103,4057,333,61,41,1.5,1,4118
6037481201,6037481201,3004,233,51,35,1.7,1.2,3055
6037481202,6037481202,4769,455,68,41,1.4,0.9,4837
6037481300,6037481300,2828,212,54,25,1.9,0.9,2882
6037481401,6037481401,5424,356,63,38,1.2,0.7,5487
6037481402,6037481402,6159,518,58,50,0.9,0.8,6217
6037481500,6037481500,3809,312,91,45,2.4,1.2,3900
6037481603,6037481603,2898,269,76,47,2.6,1.6,2974
6037481604,6037481604,3154,188,86,38,2.7,1.2,3240
6037481605,6037481605,2417,284,78,45,3.2,1.9,2495
6037481606,6037481606,4101,310,53,38,1.3,0.9,4154
6037481711,6037481711,3764,352,92,65,2.4,1.8,3856
6037481712,6037481712,4820,414,44,36,0.9,0.7,4864
6037481713,6037481713,2478,238,27,22,1.1,0.9,2505
6037481714,6037481714,2302,204,22,16,1,0.7,2324
6037481800,6037481800,2386,124,100,46,4.2,1.9,2486
6037481901,6037481901,5103,275,145,55,2.8,1.1,5248
6037481902,6037481902,2671,235,111,53,4.2,2,2782
6037482001,6037482001,2388,173,173,71,7.2,2.9,2561
6037482002,6037482002,5343,365,200,84,3.7,1.6,5543
6037482101,6037482101,3870,271,96,53,2.5,1.4,3966
6037482102,6037482102,2505,203,128,45,5.1,1.9,2633
6037482201,6037482201,3269,296,79,53,2.4,1.6,3348
6037482202,6037482202,4208,293,83,65,2,1.5,4291
6037482301,6037482301,3726,322,63,45,1.7,1.2,3789
6037482303,6037482303,4705,529,32,26,0.7,0.6,4737
6037482304,6037482304,2829,237,34,29,1.2,1,2863
6037482401,6037482401,3073,296,56,31,1.8,1,3129
6037482402,6037482402,6006,518,138,109,2.3,1.9,6144
6037482502,6037482502,2672,227,54,28,2,1,2726
6037482503,6037482503,3469,312,30,29,0.9,0.8,3499
6037482521,6037482521,4709,437,76,40,1.6,0.9,4785
6037482522,6037482522,4058,377,191,76,4.7,1.9,4249
6037482600,6037482600,5680,439,247,115,4.3,2,5927
6037482701,6037482701,3608,288,129,74,3.6,2.1,3737
6037482702,6037482702,2147,145,140,36,6.5,1.7,2287
6037482800,6037482800,3594,249,143,69,4,1.9,3737
6037500100,6037500100,3194,301,258,85,8.1,2.7,3452
6037500201,6037500201,5376,318,343,99,6.4,1.8,5719
6037500202,6037500202,3795,223,235,78,6.2,2,4030
6037500300,6037500300,2619,177,69,46,2.6,1.8,2688
6037500402,6037500402,3382,398,60,48,1.8,1.4,3442
6037500403,6037500403,3168,330,102,42,3.2,1.3,3270
6037500404,6037500404,3891,315,188,79,4.8,2,4079
6037500500,6037500500,2266,245,46,25,2,1.1,2312
6037500600,6037500600,4339,365,80,55,1.8,1.3,4419
6037500700,6037500700,4992,308,320,90,6.4,1.8,5312
6037500800,6037500800,4063,443,71,40,1.7,1,4134
6037500900,6037500900,4503,325,168,84,3.7,1.8,4671
6037501001,6037501001,2650,311,50,31,1.9,1.2,2700
6037501002,6037501002,3920,269,150,63,3.8,1.6,4070
6037501200,6037501200,3767,303,202,73,5.4,1.9,3969
6037501300,6037501300,5353,398,230,117,4.3,2.2,5583
6037501400,6037501400,3185,276,158,161,5,4.9,3343
6037501501,6037501501,2042,128,106,43,5.2,2.1,2148
6037501503,6037501503,3929,303,124,62,3.2,1.6,4053
6037501504,6037501504,2723,212,108,75,4,2.8,2831
6037501600,6037501600,6315,334,230,105,3.6,1.7,6545
6037501700,6037501700,2648,246,84,45,3.2,1.7,2732
6037501802,6037501802,2771,214,101,53,3.6,1.8,2872
6037501803,6037501803,2985,276,91,55,3,1.8,3076
6037501804,6037501804,1486,128,37,32,2.5,2.2,1523
6037501900,6037501900,3168,268,174,71,5.5,2.3,3342
6037502003,6037502003,1996,154,51,32,2.6,1.6,2047
6037502004,6037502004,3094,227,46,25,1.5,0.9,3140
6037502005,6037502005,3570,288,137,67,3.8,1.9,3707
6037502100,6037502100,4180,287,240,100,5.7,2.4,4420
6037502200,6037502200,5138,408,299,84,5.8,1.7,5437
6037502301,6037502301,4662,401,142,71,3,1.6,4804
6037502302,6037502302,2298,201,53,32,2.3,1.4,2351
6037502401,6037502401,3977,305,169,80,4.2,2,4146
6037502402,6037502402,3019,152,124,53,4.1,1.8,3143
6037502500,6037502500,3071,216,85,36,2.8,1.2,3156
6037502601,6037502601,5664,309,333,120,5.9,2.2,5997
6037502602,6037502602,3494,296,63,36,1.8,1,3557
6037502700,6037502700,5296,321,214,76,4,1.5,5510
6037502801,6037502801,5003,313,167,60,3.3,1.2,5170
6037502802,6037502802,2435,204,75,38,3.1,1.6,2510
6037502901,6037502901,4441,307,129,60,2.9,1.4,4570
6037502902,6037502902,2999,216,70,34,2.3,1.1,3069
6037503000,6037503000,3795,402,65,57,1.7,1.5,3860
6037503103,6037503103,3903,298,130,78,3.3,2,4033
6037503104,6037503104,1825,158,91,47,5,2.6,1916
6037503105,6037503105,3133,326,100,48,3.2,1.6,3233
6037503106,6037503106,2720,379,176,86,6.5,3.3,2896
6037503201,6037503201,3268,283,159,65,4.9,2.1,3427
6037503202,6037503202,3876,375,132,84,3.4,2.2,4008
6037503301,6037503301,2415,177,130,53,5.4,2.3,2545
6037503302,6037503302,5168,483,156,68,3,1.3,5324
6037503401,6037503401,5094,324,301,122,5.9,2.4,5395
6037503402,6037503402,3158,232,201,69,6.4,2.2,3359
6037503501,6037503501,4760,362,275,99,5.8,2.1,5035
6037503502,6037503502,3276,239,262,92,8,2.8,3538
6037503601,6037503601,3374,280,234,78,6.9,2.3,3608
6037503602,6037503602,3550,185,138,66,3.9,1.9,3688
6037503701,6037503701,4103,306,214,79,5.2,1.9,4317
6037503702,6037503702,4144,271,280,80,6.8,2,4424
6037503703,6037503703,6634,366,368,113,5.5,1.7,7002
6037503801,6037503801,3051,244,203,95,6.7,3.2,3254
6037503802,6037503802,3951,202,254,87,6.4,2.2,4205
6037503901,6037503901,2305,182,165,53,7.2,2.3,2470
6037503902,6037503902,3498,238,285,77,8.1,2,3783
6037504001,6037504001,5181,326,125,52,2.4,1,5306
6037504002,6037504002,4004,256,236,94,5.9,2.4,4240
6037504101,6037504101,4110,269,155,59,3.8,1.5,4265
6037504102,6037504102,7,11,0,0,0,100,7
6037530003,6037530003,2789,200,179,64,6.4,2.4,2968
6037530004,6037530004,3061,300,121,69,4,2.2,3182
6037530005,6037530005,3654,284,190,83,5.2,2.2,3844
6037530006,6037530006,3188,327,113,60,3.5,1.9,3301
6037530101,6037530101,4201,345,63,40,1.5,0.9,4264
6037530102,6037530102,4266,366,121,89,2.8,2,4387
6037530202,6037530202,3521,330,140,72,4,2.1,3661
6037530203,6037530203,2272,260,79,51,3.5,2.2,2351
6037530204,6037530204,2982,335,12,17,0.4,0.6,2994
6037530301,6037530301,1535,157,63,29,4.1,1.8,1598
6037530302,6037530302,5448,370,94,53,1.7,1,5542
6037530400,6037530400,2825,265,82,44,2.9,1.5,2907
6037530500,6037530500,3209,394,68,46,2.1,1.4,3277
6037530601,6037530601,2280,221,42,29,1.8,1.3,2322
6037530602,6037530602,1180,141,69,31,5.8,2.6,1249
6037530700,6037530700,1757,151,16,13,0.9,0.8,1773
6037530801,6037530801,3679,307,80,48,2.2,1.3,3759
6037530802,6037530802,2594,235,43,31,1.7,1.2,2637
6037530901,6037530901,2695,227,24,20,0.9,0.8,2719
6037530902,6037530902,3087,365,10,14,0.3,0.5,3097
6037531000,6037531000,3732,371,56,47,1.5,1.3,3788
6037531101,6037531101,3507,345,24,23,0.7,0.7,3531
6037531102,6037531102,2408,221,13,12,0.5,0.5,2421
6037531201,6037531201,3973,379,56,53,1.4,1.4,4029
6037531202,6037531202,3177,329,10,16,0.3,0.5,3187
6037531301,6037531301,3686,318,41,35,1.1,0.9,3727
6037531302,6037531302,4864,544,21,23,0.4,0.5,4885
6037531502,6037531502,2393,223,38,34,1.6,1.5,2431
6037531503,6037531503,1864,202,15,16,0.8,0.8,1879
6037531504,6037531504,2980,315,69,52,2.3,1.8,3049
6037531602,6037531602,3647,374,27,27,0.7,0.7,3674
6037531603,6037531603,2246,200,32,29,1.4,1.3,2278
6037531604,6037531604,2701,245,25,20,0.9,0.8,2726
6037531701,6037531701,4086,348,29,28,0.7,0.7,4115
6037531702,6037531702,3515,312,66,61,1.9,1.8,3581
6037531800,6037531800,3914,407,58,65,1.5,1.7,3972
6037531901,6037531901,4588,446,53,45,1.2,1,4641
6037531902,6037531902,3312,325,133,58,4,1.8,3445
6037532001,6037532001,2331,308,36,42,1.5,1.8,2367
6037532002,6037532002,2513,200,56,36,2.2,1.4,2569
6037532101,6037532101,4596,385,141,111,3.1,2.4,4737
6037532102,6037532102,3048,235,34,33,1.1,1.1,3082
6037532200,6037532200,4864,456,104,65,2.1,1.4,4968
6037532302,6037532302,3520,248,61,34,1.7,1,3581
6037532303,6037532303,3593,238,67,42,1.9,1.2,3660
6037532304,6037532304,3205,428,160,81,5,2.6,3365
6037532400,6037532400,45,17,0,0,0,45.9,45
6037532500,6037532500,2952,268,29,29,1,1,2981
6037532603,6037532603,2211,153,11,19,0.5,0.9,2222
6037532604,6037532604,1943,181,8,8,0.4,0.4,1951
6037532605,6037532605,2828,356,68,51,2.4,1.9,2896
6037532606,6037532606,3365,292,61,45,1.8,1.4,3426
6037532700,6037532700,2234,239,25,26,1.1,1.2,2259
6037532800,6037532800,2591,239,8,12,0.3,0.5,2599
6037532900,6037532900,4643,370,91,64,2,1.4,4734
6037533001,6037533001,2985,301,30,33,1,1.1,3015
6037533002,6037533002,1871,172,4,6,0.2,0.3,1875
6037533103,6037533103,2182,212,11,11,0.5,0.5,2193
6037533104,6037533104,2868,364,16,26,0.6,0.9,2884
6037533105,6037533105,1770,244,15,16,0.8,0.9,1785
6037533106,6037533106,1211,130,4,7,0.3,0.6,1215
6037533107,6037533107,2474,193,27,28,1.1,1.1,2501
6037533201,6037533201,1999,165,19,21,1,1,2018
6037533202,6037533202,2032,181,4,6,0.2,0.3,2036
6037533203,6037533203,1397,146,14,17,1,1.2,1411
6037533300,6037533300,2241,194,21,22,0.9,1,2262
6037533401,6037533401,3902,261,17,18,0.4,0.5,3919
6037533402,6037533402,2837,286,0,0,0,1.2,2837
6037533403,6037533403,2187,177,20,24,0.9,1.1,2207
6037533501,6037533501,2241,207,0,0,0,1.5,2241
6037533502,6037533502,1479,192,8,7,0.5,0.5,1487
6037533503,6037533503,1527,131,23,34,1.5,2.3,1550
6037533601,6037533601,3241,297,28,33,0.9,1,3269
6037533602,6037533602,3863,358,37,25,1,0.7,3900
6037533603,6037533603,4859,318,77,51,1.6,1.1,4936
6037533701,6037533701,2218,280,26,24,1.2,1.1,2244
6037533702,6037533702,2670,205,19,17,0.7,0.6,2689
6037533703,6037533703,3131,282,4,9,0.1,0.3,3135
6037533803,6037533803,4396,293,72,53,1.6,1.2,4468
6037533804,6037533804,3401,252,63,52,1.9,1.6,3464
6037533805,6037533805,2734,240,12,18,0.4,0.7,2746
6037533806,6037533806,2488,305,0,0,0,1.4,2488
6037533901,6037533901,4253,224,38,41,0.9,1,4291
6037533902,6037533902,2720,187,6,8,0.2,0.3,2726
6037534001,6037534001,3595,295,21,34,0.6,0.9,3616
6037534002,6037534002,3228,294,28,15,0.9,0.4,3256
6037534101,6037534101,1535,157,43,34,2.8,2.2,1578
6037534102,6037534102,4363,303,16,20,0.4,0.5,4379
6037534201,6037534201,3034,215,34,39,1.1,1.3,3068
6037534202,6037534202,3783,427,30,34,0.8,0.9,3813
6037534203,6037534203,2398,180,22,19,0.9,0.8,2420
6037534301,6037534301,3162,262,17,20,0.5,0.6,3179
6037534302,6037534302,2420,165,26,22,1.1,0.9,2446
6037534403,6037534403,2209,166,5,8,0.2,0.4,2214
6037534404,6037534404,2543,178,26,21,1,0.8,2569
6037534405,6037534405,2713,201,19,22,0.7,0.8,2732
6037534406,6037534406,3306,287,8,15,0.2,0.4,3314
6037534501,6037534501,3949,333,37,32,0.9,0.8,3986
6037534502,6037534502,3525,316,62,51,1.8,1.4,3587
6037534700,6037534700,3625,269,33,26,0.9,0.7,3658
6037534802,6037534802,2285,256,15,15,0.7,0.6,2300
6037534803,6037534803,3418,321,62,51,1.8,1.5,3480
6037534804,6037534804,2896,237,6,9,0.2,0.3,2902
6037534900,6037534900,4422,489,32,38,0.7,0.8,4454
6037535001,6037535001,3040,259,32,29,1.1,1,3072
6037535002,6037535002,2563,218,33,30,1.3,1.1,2596
6037535101,6037535101,5444,423,60,50,1.1,0.9,5504
6037535102,6037535102,3368,401,26,28,0.8,0.8,3394
6037535200,6037535200,4383,448,14,20,0.3,0.5,4397
6037535300,6037535300,4177,342,55,42,1.3,1,4232
6037535400,6037535400,2058,268,0,0,0,1.7,2058
6037535501,6037535501,2653,204,17,18,0.6,0.7,2670
6037535502,6037535502,3773,319,30,29,0.8,0.8,3803
6037535503,6037535503,1764,163,21,20,1.2,1.2,1785
6037535603,6037535603,2565,190,24,21,0.9,0.8,2589
6037535604,6037535604,3079,184,11,17,0.4,0.6,3090
6037535605,6037535605,3327,327,21,20,0.6,0.6,3348
6037535606,6037535606,1398,213,38,30,2.7,2.2,1436
6037535607,6037535607,3367,216,8,12,0.2,0.4,3375
6037535701,6037535701,4396,373,46,56,1,1.3,4442
6037535702,6037535702,3781,465,9,15,0.2,0.4,3790
6037535802,6037535802,4968,400,186,77,3.7,1.6,5154
6037535803,6037535803,3344,222,33,25,1,0.7,3377
6037535804,6037535804,3909,348,51,41,1.3,1.1,3960
6037535901,6037535901,3923,302,67,46,1.7,1.2,3990
6037535902,6037535902,5262,438,52,43,1,0.8,5314
6037536000,6037536000,2668,167,54,41,2,1.5,2722
6037536102,6037536102,2580,222,108,69,4.2,2.7,2688
6037536103,6037536103,4317,375,118,73,2.7,1.7,4435
6037536104,6037536104,2958,179,35,30,1.2,1,2993
6037536200,6037536200,5359,379,188,82,3.5,1.5,5547
6037540000,6037540000,5165,379,122,70,2.4,1.4,5287
6037540101,6037540101,4872,306,6,11,0.1,0.2,4878
6037540102,6037540102,5103,407,97,67,1.9,1.3,5200
6037540201,6037540201,1361,153,27,25,2,1.9,1388
6037540202,6037540202,4689,354,48,61,1,1.3,4737
6037540203,6037540203,4096,361,152,94,3.7,2.3,4248
6037540300,6037540300,3789,344,57,44,1.5,1.2,3846
6037540400,6037540400,1652,177,23,21,1.4,1.4,1675
6037540501,6037540501,5354,385,50,36,0.9,0.7,5404
6037540502,6037540502,4301,408,19,26,0.4,0.6,4320
6037540600,6037540600,3112,342,79,62,2.5,2,3191
6037540700,6037540700,2400,259,56,38,2.3,1.6,2456
6037540800,6037540800,4521,479,136,83,3,1.7,4657
6037540901,6037540901,3488,347,23,27,0.7,0.8,3511
6037540902,6037540902,3846,366,300,80,7.8,2.1,4146
6037541001,6037541001,852,135,61,40,7.2,4.8,913
6037541002,6037541002,2450,304,164,64,6.7,2.6,2614
6037541100,6037541100,2408,248,90,47,3.7,2,2498
6037541200,6037541200,4764,382,175,78,3.7,1.6,4939
6037541300,6037541300,4088,338,87,50,2.1,1.2,4175
6037541400,6037541400,4911,603,18,24,0.4,0.5,4929
6037541500,6037541500,4184,517,0,0,0,0.8,4184
6037541603,6037541603,2266,217,42,44,1.9,1.9,2308
6037541604,6037541604,4199,364,47,34,1.1,0.8,4246
6037541605,6037541605,3890,381,85,69,2.2,1.7,3975
6037541606,6037541606,1720,176,39,24,2.3,1.5,1759
6037541700,6037541700,4686,350,69,57,1.5,1.2,4755
6037541801,6037541801,3907,323,97,46,2.5,1.2,4004
6037541802,6037541802,3925,388,48,43,1.2,1.2,3973
6037542000,6037542000,3544,407,13,21,0.4,0.6,3557
6037542103,6037542103,2765,255,41,27,1.5,1,2806
6037542104,6037542104,2364,255,33,29,1.4,1.2,2397
6037542105,6037542105,3301,320,14,25,0.4,0.8,3315
6037542106,6037542106,2425,251,19,19,0.8,0.8,2444
6037542200,6037542200,5263,325,194,79,3.7,1.5,5457
6037542401,6037542401,3624,416,106,67,2.9,1.8,3730
6037542402,6037542402,2340,222,39,20,1.7,0.9,2379
6037542501,6037542501,3284,328,102,70,3.1,2.1,3386
6037542502,6037542502,3422,441,101,43,3,1.2,3523
6037542601,6037542601,2002,187,16,22,0.8,1.1,2018
6037542602,6037542602,4288,414,84,62,2,1.5,4372
6037542700,6037542700,4174,385,57,39,1.4,0.9,4231
6037542800,6037542800,2306,218,113,52,4.9,2.1,2419
6037542900,6037542900,2312,263,81,39,3.5,1.7,2393
6037543000,6037543000,3333,325,145,92,4.4,2.6,3478
6037543100,6037543100,5261,425,306,106,5.8,2.1,5567
6037543201,6037543201,2708,218,94,45,3.5,1.6,2802
6037543202,6037543202,3349,397,17,27,0.5,0.8,3366
6037543304,6037543304,4887,417,474,121,9.7,2.6,5361
6037543305,6037543305,2727,357,88,52,3.2,1.9,2815
6037543306,6037543306,6173,481,250,116,4,1.9,6423
6037543321,6037543321,4643,324,383,117,8.2,2.5,5026
6037543322,6037543322,5792,390,576,192,9.9,3.4,6368
6037543400,6037543400,3098,229,158,67,5.1,2,3256
6037543501,6037543501,5608,388,248,108,4.4,2,5856
6037543502,6037543502,3325,315,196,61,5.9,1.8,3521
6037543503,6037543503,4789,328,232,79,4.8,1.5,5021
6037543601,6037543601,2878,240,55,36,1.9,1.2,2933
6037543602,6037543602,6584,486,417,126,6.3,2,7001
6037543603,6037543603,3727,297,393,101,10.5,2.7,4120
6037543604,6037543604,4455,313,166,72,3.7,1.7,4621
6037543701,6037543701,2378,157,84,43,3.5,1.8,2462
6037543702,6037543702,5485,401,68,49,1.2,0.9,5553
6037543703,6037543703,2695,206,159,79,5.9,2.9,2854
6037543801,6037543801,4201,361,146,67,3.5,1.6,4347
6037543802,6037543802,5215,416,147,73,2.8,1.4,5362
6037543903,6037543903,2966,214,137,57,4.6,1.7,3103
6037543905,6037543905,3302,254,51,34,1.5,1,3353
6037544001,6037544001,3635,310,157,80,4.3,2.2,3792
6037544002,6037544002,2617,176,78,34,3,1.3,2695
6037550000,6037550000,1673,425,100,69,6,4.2,1773
6037550100,6037550100,5794,434,183,88,3.2,1.5,5977
6037550201,6037550201,2141,163,83,29,3.9,1.4,2224
6037550202,6037550202,4479,265,72,40,1.6,0.9,4551
6037550300,6037550300,6030,533,282,116,4.7,1.9,6312
6037550400,6037550400,1094,98,58,38,5.3,3.5,1152
6037550500,6037550500,6088,568,245,149,4,2.5,6333
6037550601,6037550601,4042,311,110,86,2.7,2.1,4152
6037550602,6037550602,3583,270,155,56,4.3,1.5,3738
6037550700,6037550700,5199,542,116,63,2.2,1.2,5315
6037550800,6037550800,5947,466,189,113,3.2,1.9,6136
6037550901,6037550901,2995,298,170,86,5.7,2.9,3165
6037550902,6037550902,4426,331,122,64,2.8,1.5,4548
6037551000,6037551000,5757,372,245,91,4.3,1.7,6002
6037551101,6037551101,2799,232,68,49,2.4,1.7,2867
6037551102,6037551102,3979,422,61,51,1.5,1.3,4040
6037551201,6037551201,2764,211,57,37,2.1,1.3,2821
6037551202,6037551202,5704,396,170,104,3,1.8,5874
6037551300,6037551300,4136,405,125,70,3,1.8,4261
6037551401,6037551401,3528,234,158,69,4.5,2,3686
6037551402,6037551402,3474,205,136,79,3.9,2.2,3610
6037551501,6037551501,3502,303,63,37,1.8,1,3565
6037551502,6037551502,3210,358,123,78,3.8,2.4,3333
6037551600,6037551600,31,13,6,13,19.4,39.4,37
6037551700,6037551700,4507,315,90,36,2,0.8,4597
6037551800,6037551800,6245,738,236,104,3.8,1.8,6481
6037551900,6037551900,4086,353,216,88,5.3,2.2,4302
6037552001,6037552001,3207,240,146,52,4.6,1.6,3353
6037552002,6037552002,2789,252,122,54,4.4,1.9,2911
6037552100,6037552100,4809,254,95,64,2,1.3,4904
6037552200,6037552200,4148,316,131,61,3.2,1.5,4279
6037552301,6037552301,3423,322,86,53,2.5,1.6,3509
6037552302,6037552302,3205,294,153,86,4.8,2.7,3358
6037552400,6037552400,1870,183,50,27,2.7,1.4,1920
6037552601,6037552601,4103,293,139,78,3.4,1.9,4242
6037552602,6037552602,3420,248,96,49,2.8,1.5,3516
6037552700,6037552700,5348,366,195,78,3.6,1.5,5543
6037552800,6037552800,4348,313,178,65,4.1,1.5,4526
6037552900,6037552900,5329,565,136,70,2.6,1.4,5465
6037553000,6037553000,3792,338,125,74,3.3,1.9,3917
6037553100,6037553100,4742,321,220,58,4.6,1.2,4962
6037553200,6037553200,5960,337,389,143,6.5,2.4,6349
6037553300,6037553300,2779,352,62,42,2.2,1.5,2841
6037553400,6037553400,2607,223,75,38,2.9,1.4,2682
6037553502,6037553502,3186,322,165,86,5.2,2.7,3351
6037553503,6037553503,2088,161,28,18,1.3,0.8,2116
6037553504,6037553504,4162,375,71,55,1.7,1.3,4233
6037553601,6037553601,3390,358,65,51,1.9,1.5,3455
6037553602,6037553602,3595,267,86,49,2.4,1.3,3681
6037553701,6037553701,2901,213,19,15,0.7,0.5,2920
6037553702,6037553702,3170,323,9,16,0.3,0.5,3179
6037553801,6037553801,3145,310,23,28,0.7,0.9,3168
6037553802,6037553802,4606,338,136,58,3,1.3,4742
6037553901,6037553901,4780,333,137,69,2.9,1.4,4917
6037553902,6037553902,3985,293,81,43,2,1.1,4066
6037554001,6037554001,2868,282,205,86,7.1,2.9,3073
6037554002,6037554002,4217,350,76,40,1.8,0.9,4293
6037554101,6037554101,2629,319,49,37,1.9,1.4,2678
6037554103,6037554103,1261,187,37,21,2.9,1.7,1298
6037554104,6037554104,1764,159,55,30,3.1,1.7,1819
6037554105,6037554105,3134,292,86,58,2.7,1.9,3220
6037554201,6037554201,3183,253,57,34,1.8,1.1,3240
6037554203,6037554203,2946,290,42,37,1.4,1.2,2988
6037554204,6037554204,3140,331,142,80,4.5,2.6,3282
6037554301,6037554301,2746,286,153,83,5.6,3,2899
6037554302,6037554302,2990,287,64,50,2.1,1.7,3054
6037554403,6037554403,4004,412,124,69,3.1,1.8,4128
6037554404,6037554404,3064,298,91,48,3,1.6,3155
6037554405,6037554405,2316,279,96,66,4.1,2.9,2412
6037554406,6037554406,3844,300,195,79,5.1,2,4039
6037554511,6037554511,2989,260,98,45,3.3,1.4,3087
6037554512,6037554512,4943,296,250,90,5.1,1.8,5193
6037554513,6037554513,2107,132,74,30,3.5,1.4,2181
6037554514,6037554514,3863,265,129,49,3.3,1.3,3992
6037554515,6037554515,3204,192,203,64,6.3,1.9,3407
6037554516,6037554516,3236,299,120,59,3.7,1.8,3356
6037554517,6037554517,3554,278,148,45,4.2,1.3,3702
6037554518,6037554518,4346,279,303,87,7,2.1,4649
6037554519,6037554519,2966,179,140,52,4.7,1.7,3106
6037554521,6037554521,5132,308,247,90,4.8,1.7,5379
6037554522,6037554522,4201,222,261,86,6.2,2.1,4462
6037554600,6037554600,3481,324,84,46,2.4,1.3,3565
6037554700,6037554700,3577,324,138,46,3.9,1.3,3715
6037554801,6037554801,2370,223,39,32,1.6,1.4,2409
6037554802,6037554802,5119,370,195,87,3.8,1.7,5314
6037554900,6037554900,5901,415,122,68,2.1,1.2,6023
6037555001,6037555001,4235,339,75,46,1.8,1.1,4310
6037555002,6037555002,2438,250,97,44,4,1.8,2535
6037555102,6037555102,5121,384,59,40,1.2,0.8,5180
6037555103,6037555103,3883,286,222,80,5.7,2.1,4105
6037555104,6037555104,3118,287,95,62,3,2,3213
6037555202,6037555202,2626,147,227,75,8.6,2.9,2853
6037555211,6037555211,4217,293,73,59,1.7,1.4,4290
6037555212,6037555212,3196,328,69,33,2.2,1,3265
6037570001,6037570001,3957,290,257,74,6.5,1.9,4214
6037570002,6037570002,2288,151,136,50,5.9,2.1,2424
6037570003,6037570003,3385,285,201,108,5.9,3,3586
6037570100,6037570100,2493,359,171,61,6.9,2.6,2664
6037570202,6037570202,4456,321,213,105,4.8,2.3,4669
6037570203,6037570203,2714,293,30,28,1.1,1,2744
6037570204,6037570204,3135,265,180,87,5.7,2.7,3315
6037570301,6037570301,5274,447,117,84,2.2,1.6,5391
6037570303,6037570303,2843,291,104,73,3.7,2.7,2947
6037570304,6037570304,3437,355,109,57,3.2,1.6,3546
6037570402,6037570402,2654,204,128,56,4.8,2.2,2782
6037570403,6037570403,3293,273,33,35,1,1.1,3326
6037570404,6037570404,2429,175,37,21,1.5,0.9,2466
6037570501,6037570501,5352,438,257,124,4.8,2.3,5609
6037570502,6037570502,4486,385,174,115,3.9,2.6,4660
6037570601,6037570601,4296,323,106,63,2.5,1.5,4402
6037570602,6037570602,4643,435,177,77,3.8,1.6,4820
6037570603,6037570603,3200,230,184,92,5.8,2.8,3384
6037570701,6037570701,5294,487,345,114,6.5,2.3,5639
6037570702,6037570702,1870,151,145,49,7.8,2.6,2015
6037570800,6037570800,4128,322,240,80,5.8,1.9,4368
6037570901,6037570901,4502,237,300,82,6.7,1.9,4802
6037570902,6037570902,2890,238,210,80,7.3,2.9,3100
6037571000,6037571000,4574,244,416,111,9.1,2.4,4990
6037571101,6037571101,3511,205,212,73,6,2.1,3723
6037571102,6037571102,3124,263,204,83,6.5,2.6,3328
6037571200,6037571200,6457,332,442,180,6.8,2.9,6899
6037571300,6037571300,3379,261,166,57,4.9,1.6,3545
6037571400,6037571400,3599,257,165,87,4.6,2.3,3764
6037571502,6037571502,3536,302,185,91,5.2,2.7,3721
6037571503,6037571503,3035,353,198,91,6.5,2.8,3233
6037571504,6037571504,3837,284,236,79,6.2,2.2,4073
6037571600,6037571600,1231,87,43,32,3.5,2.6,1274
6037571701,6037571701,4577,390,211,158,4.6,3.4,4788
6037571703,6037571703,2520,300,68,54,2.7,2,2588
6037571704,6037571704,3027,254,94,57,3.1,1.9,3121
6037571800,6037571800,2542,200,273,83,10.7,3.3,2815
6037571900,6037571900,4356,281,359,123,8.2,2.8,4715
6037572001,6037572001,4282,334,211,106,4.9,2.4,4493
6037572002,6037572002,4122,336,506,170,12.3,4,4628
6037572100,6037572100,809,108,77,33,9.5,4.3,886
6037572201,6037572201,4885,236,322,135,6.6,2.8,5207
6037572202,6037572202,2844,227,82,47,2.9,1.6,2926
6037572301,6037572301,3128,192,74,35,2.4,1.2,3202
6037572302,6037572302,2590,215,90,33,3.5,1.3,2680
6037572400,6037572400,969,279,56,33,5.8,3.7,1025
6037572500,6037572500,2565,286,140,65,5.5,2.5,2705
6037572600,6037572600,4134,310,182,75,4.4,1.8,4316
6037572700,6037572700,4255,345,213,87,5,2.1,4468
6037572800,6037572800,798,243,100,96,12.5,12.5,898
6037572900,6037572900,4045,270,187,99,4.6,2.4,4232
6037573002,6037573002,2781,297,63,48,2.3,1.7,2844
6037573003,6037573003,1467,174,75,29,5.1,2,1542
6037573004,6037573004,3202,291,141,113,4.4,3.6,3343
6037573100,6037573100,5680,451,347,143,6.1,2.6,6027
6037573201,6037573201,3407,321,66,46,1.9,1.3,3473
